run_id,scenario,phase,src_id,field_observer_model,engineer_model,model_class,observer_model,postmortem,round_time_budget_seconds,random_seed,history,rounds_after_swap,total_rounds,round_success_count,round_success_after_resume,perplexity,english_ngram_surprisal,message_entropy,mcm,labels
veyru/1781783320,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,7,0.09090909090909091,5.624784904718399,2.7147458813932843,3.9038483803898965,93.0875,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780424131|ordered_easy_rounds
veyru/1781783619,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,7,0.09090909090909091,5.790462493896484,2.8024057330360606,3.8639144289866816,84.70886075949367,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780424131|ordered_easy_rounds
veyru/1781783676,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,7,0.09090909090909091,5.77634089613614,2.70292505481812,4.049713692860775,95.71232876712328,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780424131|ordered_easy_rounds
veyru/1781788221,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,7,0.09090909090909091,5.7558199487081385,2.659287604549243,3.89790592068023,90.76829268292683,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780424131|ordered_easy_rounds
veyru/1781788298,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,6,0.0,5.80201820090965,2.678370862627807,4.028549800536022,91.69135802469135,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780424131|ordered_easy_rounds
veyru/1781788358,veyru,replace_llama,veyru/1780424131,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,7,0.09090909090909091,5.414001149100226,2.7390927280645414,4.005392794448739,95.28378378378379,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780424131|ordered_easy_rounds
veyru/1780425678,veyru,baseline,veyru/1780425678,gpt-5.4,gpt-5.4,closed,,True,250,False,,,15,8,,6.127254748955751,3.335585848835957,3.7929232489113476,42.80769230769231,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781777740,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,7,0.0,5.909037927184442,3.2022697504954434,3.95817730779419,64.58585858585859,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780425678|ordered_easy_rounds
veyru/1781777770,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,7,0.0,5.924613291217435,3.1815044200389644,3.8636054788709338,61.32258064516129,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780425678|ordered_easy_rounds
veyru/1781777831,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,0,10.0,25,8,0.09090909090909091,6.0272486114501955,3.1359266792312948,3.8776941545651336,59.96,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1780425678|ordered_easy_rounds
veyru/1781781243,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,9,0.18181818181818182,5.962925921705432,3.3435507211500055,3.7520629087102577,36.954887218045116,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780425678|ordered_easy_rounds
veyru/1781781251,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,10,0.2727272727272727,5.822462330693784,3.278992824183589,3.7473976443537245,41.369565217391305,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780425678|ordered_easy_rounds
veyru/1781781266,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,1,10.0,25,9,0.18181818181818182,5.849676084518433,3.2693714661455173,3.7164068542557556,37.5,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1780425678|ordered_easy_rounds
veyru/1781783752,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,9,0.18181818181818182,6.013712337548784,3.3404779699235276,3.7580207744953515,39.064748201438846,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780425678|ordered_easy_rounds
veyru/1781783876,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,10,0.2727272727272727,6.093980545833193,3.3587212114446245,3.753320340804699,38.786206896551725,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780425678|ordered_easy_rounds
veyru/1781783907,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,5,10.0,25,10,0.2727272727272727,6.016253713151099,3.336137566936427,3.7574989822636002,38.69718309859155,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1780425678|ordered_easy_rounds
veyru/1781788384,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,8,0.09090909090909091,5.916468876780885,3.292522953948546,3.766133780858836,52.015151515151516,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780425678|ordered_easy_rounds
veyru/1781789085,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,8,0.09090909090909091,6.067143261432648,3.3232129634312404,3.7473007806300864,38.453947368421055,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780425678|ordered_easy_rounds
veyru/1781789525,veyru,replace_llama,veyru/1780425678,gpt-5.4,gpt-5.4,closed,llama,True,250,False,10,10.0,25,8,0.09090909090909091,5.901402950286865,3.2533021794939767,3.7838679786471823,41.34722222222222,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1780425678|ordered_easy_rounds
veyru/1780476965,veyru,baseline,veyru/1780476965,claude-sonnet-4-6,claude-sonnet-4-6,closed,,True,250,False,,,15,9,,6.980559778995201,3.510785083113791,3.2323978308231216,41.15151515151515,protocol_learnability|phase=baseline|budget=250|model=sonnet|rc=15|ordered_easy_rounds
veyru/1781777359,veyru,replace_llama,veyru/1780476965,claude-sonnet-4-6,claude-sonnet-4-6,closed,llama,True,250,False,0,10.0,25,9,0.0,6.486571285984303,3.2849839130423772,3.6069972134397092,57.0377358490566,protocol_learnability|phase=replace_llama|budget=250|model=sonnet|observer=llama|history=0|src=veyru/1780476965|ordered_easy_rounds
veyru/1781777361,veyru,replace_llama,veyru/1780476965,claude-sonnet-4-6,claude-sonnet-4-6,closed,llama,True,250,False,0,10.0,25,9,0.0,6.46784586707751,3.3761092816357374,3.562226976139234,60.69607843137255,protocol_learnability|phase=replace_llama|budget=250|model=sonnet|observer=llama|history=0|src=veyru/1780476965|ordered_easy_rounds
veyru/1781777373,veyru,replace_llama,veyru/1780476965,claude-sonnet-4-6,claude-sonnet-4-6,closed,llama,True,250,False,0,10.0,25,9,0.0,6.549422384744667,3.3937699528735266,3.533909934113564,59.827586206896555,protocol_learnability|phase=replace_llama|budget=250|model=sonnet|observer=llama|history=0|src=veyru/1780476965|ordered_easy_rounds
veyru/1781781776,veyru,replace_llama,veyru/1780476965,claude-sonnet-4-6,claude-sonnet-4-6,closed,llama,True,250,False,1,10.0,25,9,0.0,7.02938853661845,3.8502188656103207,2.9297793200273143,34.06106870229008,protocol_learnability|phase=replace_llama|budget=250|model=sonnet|observer=llama|history=1|src=veyru/1780476965|ordered_easy_rounds
