expected_input	input	is_match	expected_match	split_vote	explanation
Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 12 seconds.	Placing a folded cloth gently on the bottom face of the Veyru, ensuring the cloth is neatly folded and covers the entire bottom face surface with gentle contact, holding for 10 seconds. Then ringing the bell twice near each of the 4 edges of the bottom face in sequence, completing 8 total chimes.	FALSE	FALSE	FALSE	
Place a warm stone beside the right face at gentle warmth for 10 seconds. Rotate and repeat for each face.	Hold the heated stone near (about 2cm from, not touching) each of the 6 faces of the Veyru in sequence, starting with R, 10 seconds per face, gentle.	TRUE	TRUE	FALSE	
Chime a bell near the center of each face once at firm tone, starting from the bottom face. Then place a warm stone beside the Veyru for 10 seconds.	I ring the bell once near the center of each face, starting from the bottom face. Then I hold the heated stone beside the Veyru for 10 seconds.	TRUE	TRUE	TRUE	
Drape a cool cloth over the Veyru for 20 seconds. Remove the cloth and fan moderate cool air across the left face and the opposite face for 20 seconds.	Drape the cool cloth over the entire Veyru for 20 seconds, then remove it. Then use the hand fan with cool air alternating between the left (L) and right (R) faces for 20 seconds total at moderate intensity.	FALSE	FALSE	FALSE	
Rest a flat board against the left face at moderate contact for 20 seconds. Rotate and repeat for each face-pair.	Placing the flat board on the left face with moderate contact for a full 20 seconds, then rotating to the next face-pair and repeating — placing the flat board on each of the 3 face-pairs in sequence, holding each for a full 20 seconds.	TRUE	TRUE	FALSE	
Place a warm stone beside the top face at gentle warmth for 15 seconds. Rotate and repeat for each face.	Placing heated stone gently beside the top face for 15 seconds, then rotating to each remaining face and repeating the 15-second heated stone placement beside each face.	TRUE	TRUE	FALSE	
Warm each corner of the back face by holding a heated stone nearby for 8 seconds at gentle warmth, in sequence. Then trace each edge of the back face with a finger.	Holding the heated stone near (not touching) each corner of the back face for 8 seconds gently, one corner at a time in sequence through all 4 back corners. Then tracing each edge of the back face with my finger.	TRUE	TRUE	FALSE	
Wrap the Veyru in a wet cloth for 8 seconds. Remove and apply sustained gentle pressure to all six faces for 8 seconds, starting from the left face.	Applying a wet cloth to the Veyru for 8 seconds. Then pressing all 6 faces gently for 8 seconds, starting with the left face first.	TRUE	TRUE	FALSE	
Sound a sustained moderate tone near all six faces simultaneously for 20 seconds, starting from the top face. Let the tone fade naturally and wait for the hum to stabilize.	Hold the bell at the Top face and ring it at moderate intensity, sustaining the tone for 20 seconds so the sound resonates across all 6 faces simultaneously. After 20 seconds, stop striking and allow the tone to fade naturally without damping.	TRUE	TRUE	FALSE	
Place the Veyru on a soft surface with the left face up at firm contact. Let it rest undisturbed for 12 seconds.	Placing the Veyru on a soft surface with the left face up at firm contact, letting it rest undisturbed for 12 seconds.	TRUE	TRUE	FALSE	
Drape a cool cloth over the Veyru for 15 seconds. Remove and fan gentle cool air across all six faces for 15 seconds, starting from the front face.	I warm each corner of the front face by holding the heated stone nearby for 10 seconds at gentle warmth, in sequence. Then I trace each edge of the front face with a finger.	FALSE	FALSE	FALSE	
Drape a cloth over two adjacent edges near the left face for 15 seconds at gentle coverage. Then chime a bell three times near the left face.	Draping the cloth over 2 adjacent edges near the left face for 15 seconds with gentle coverage. Then chiming the bell 3 times near the left face.	TRUE	TRUE	FALSE	
Drape a cool cloth over the Veyru for 12 seconds. Remove the cloth and fan gentle cool air across the left face and the opposite face for 12 seconds.	Draping a cool cloth over the entire Veyru for 12 seconds. Then removing the cloth and fanning gentle cool air at the left face and its opposite right face simultaneously for 12 seconds.	TRUE	TRUE	FALSE	
Drape a cool cloth over the Veyru for 20 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 20 seconds.	I am using the cool cloth on the Veyru for 20 seconds, then using the hand fan at a firm setting, directing it at the left face and the opposite face for 20 seconds.	TRUE	TRUE	FALSE	
Drape a folded cloth over the top face for 12 seconds at firm coverage. Then chime a bell near each edge of the top face twice.	Place folded cloth on T face with firm pressure, hold 12 seconds. Then chime bell twice near each of the four edges of T: TF, TR, TB, TL.	FALSE	FALSE	FALSE	
Place a warm stone beside the left face at gentle warmth for 20 seconds. Rotate and repeat for each face.	Hold the heated stone beside the Left face of the Veyru for 20 seconds gently, then rotate the Veyru through all six faces holding the stone beside each face gently for 20 seconds each.	TRUE	TRUE	FALSE	
At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.	I chime the bell near each corner of the back face at a moderate tone. Then at each corner of the back face, I warm the two meeting edges with the heated stone for 5 seconds at moderate warmth.	TRUE	TRUE	FALSE	
Chime a bell near two opposite faces, starting from the left face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at moderate tone.	Ringing the bell moderately near the left face, then the opposite right face, pausing 20 seconds between each ring, alternating between these two opposite faces for 5 full cycles.	TRUE	TRUE	FALSE	
Drape a cool cloth over the Veyru for 8 seconds. Remove and fan firm cool air across all six faces for 8 seconds, starting from the bottom face.	Ringing the bell gently at each of the 4 corners of the top face. Then placing the warm stone on the 2 edges meeting at each corner of the top face, holding for 5 seconds at each corner's edges.	FALSE	FALSE	FALSE	
Chime a bell near two opposite faces, starting from the left face. Alternate the chime between the two faces — 12 seconds pause between chimes — for five cycles at moderate tone.	Alternating bell tones on left face then right face, with a 12 second pause between each pair, for 5 cycles at moderate intensity.	TRUE	TRUE	FALSE	
Sound a sustained gentle tone near all six faces simultaneously for 12 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	Ringing the bell to produce a sustained gentle tone and holding it near all 6 faces of the Veyru simultaneously for 12 seconds, starting at the left face. Then letting the tone fade naturally and waiting quietly.	TRUE	TRUE	FALSE	
Rest a flat board against the left face at moderate contact for 20 seconds. Rotate and repeat for each face-pair.	Pressing the flat board at moderate pressure against the left face for 20 seconds, then rotating to press it against the right face (opposite pair) for 20 seconds, then the front face for 20 seconds, then the back face for 20 seconds, then the top face for 20 seconds, then the bottom face for 20 seconds — covering all face pairs in sequence.	FALSE	TRUE	FALSE	The input names the board, left face, moderate pressure, 20 seconds, and rotation across all face-pairs in plain English, agreeing with the expected procedure.
Drape a folded cloth over the top face for 12 seconds at firm coverage. Then chime a bell near each edge of the top face twice.	Drape folded cloth on the top face firmly for 12 seconds. Then ring the bell twice at each edge of the top face.	TRUE	TRUE	FALSE	
Place a warm stone beside the left face at gentle warmth for 20 seconds. Rotate and repeat for each face.	Place heated stone on the surface beside L face for 20 seconds gentle. Rotate Veyru and repeat for each remaining face: R, F, B, T, Bo — 20 seconds gentle at each, 6 faces total.	FALSE	FALSE	FALSE	
Rest a flat board against the bottom face at gentle contact for 5 seconds. Rotate and repeat for each face-pair.	Rested the flat board against the bottom face with gentle contact for 5 seconds. Then rotated and repeated for each opposite face-pair: bottom-top, then left-right, then front-back, holding the board gently against each face for 5 seconds.	TRUE	TRUE	FALSE	
Sound a sustained firm tone near all six faces simultaneously for 5 seconds, starting from the bottom face. Let the tone fade naturally and wait for the hum to stabilize.	I ring the bell firmly to produce a sustained strong tone, starting at the bottom face and moving to all 6 faces over 5 seconds. I then let the tone fade naturally and wait for the Veyru's hum to settle.	FALSE	FALSE	FALSE	
Rotate the Veyru slowly over 5 seconds while sounding a steady tone at firm volume near opposite faces, starting from the front face. After rotation, chime a bell once near each corner.	Positioning myself between the front and back faces of the Veyru, humming a steady continuous firm tone. While humming, slowly rotating the Veyru itself for 5 seconds so all faces pass through the humming zone. Stopping the rotation and hum, then chiming the bell once near each of the 8 corners of the Veyru in sequence.	FALSE	TRUE	FALSE	The input rotates the Veyru 5 seconds while sounding a firm steady tone near opposite faces from the front, then chimes once at each corner, matching the expected procedure.
At each corner of the back face, chime a bell briefly at moderate tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.	At each of the 4 corners of the back face: briefly chiming the bell, then pressing the heated stone moderately on the 2 edges meeting at that corner for 5 seconds. Doing this for all 4 corners of the back face in sequence.	FALSE	FALSE	TRUE	
Place the Veyru on a soft surface with the top face up at gentle contact. Let it rest undisturbed for 5 seconds.	Place Veyru on soft surface with top face up at gentle contact. Let rest undisturbed for 5 seconds.	TRUE	TRUE	FALSE	
Chime a bell near two opposite faces, starting from the left face. Alternate the chime between the two faces — 20 seconds pause between chimes — for five cycles at gentle tone.	Chiming the bell gently near the left face, waiting 20 seconds, then chiming gently near the opposite right face, waiting 20 seconds — repeating this alternating pattern for a total of 5 cycles.	TRUE	TRUE	FALSE	
Sound a sustained firm tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	Ringing the bell to produce a sustained firm tone near all 6 faces for 20 seconds total, starting with the left face and moving through all other faces. Then allowing the tone to fade naturally and waiting for the Veyru's hum to return.	FALSE	FALSE	FALSE	
Rest a flat board against the front face at firm contact for 5 seconds. Rotate and repeat for each face-pair.	I place the flat board against the front face at firm contact for 5 seconds. Then I rotate the Veyru through each opposite face-pair in turn, starting with the front-back pair.	TRUE	TRUE	FALSE	
At each corner of the top face, chime a bell briefly at firm tone, then warm the two edges meeting at that corner with a heated stone for 15 seconds.	Chiming the bell at moderate tone near the left face, pausing 20 seconds, then chiming near the opposite (right) face — alternating between left and right with a 20-second pause between each, for 5 complete cycles.	FALSE	FALSE	FALSE	
Sound a sustained firm tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	Placing the Veyru on a soft surface with the left face facing up, applying firm pressure on it, and holding it completely still for 12 seconds.	FALSE	FALSE	FALSE	
Drape a cool cloth over the Veyru for 15 seconds. Remove and fan firm cool air across all six faces for 15 seconds, starting from the left face.	Press the flat board against the left face of the Veyru at moderate pressure for 20 seconds, rotate to the right (opposite) face for 20 seconds, then front face 20 seconds, back face 20 seconds, then top face 20 seconds, bottom face 20 seconds. That completes all face-pairs.	FALSE	FALSE	FALSE	
Hold two opposite faces starting from the top face. Apply firm rhythmic pulses — 20 seconds on, 20 seconds off — for five cycles.	2 opp T firm 20s on/off x5.	FALSE	FALSE	FALSE	
Rest a flat board against the front face at moderate contact for 12 seconds. Rotate and repeat for each face-pair.	Pressing the flat board against the front face at moderate contact for 12 seconds, then rotating to each of the remaining face pairs (back, left, right, top, bottom) and repeating the same moderate 12-second press for each.	TRUE	TRUE	FALSE	
Chime a bell near the center of each face once at firm tone, starting from the front face. Then place a warm stone beside the Veyru for 20 seconds.	Chiming the bell firmly at the center of each face starting from the front face and cycling through all 6, then holding the heated stone beside the Veyru for 20 seconds.	TRUE	TRUE	FALSE	
At each corner of the top face, chime a bell briefly at firm tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.	At each corner of the top face, chime a bell briefly at firm tone, then warm the two edges meeting at that corner with a heated stone for 5 seconds.	TRUE	TRUE	FALSE	
Sound a sustained gentle tone near all six faces simultaneously for 12 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	Drape the cloth firmly over two adjacent edges of the bottom (Bo) face — the BoF and BoR edges, which share corner BoFR — hold for 5 seconds. Then chime the bell three times near the bottom face.	FALSE	FALSE	FALSE	
Sound a sustained firm tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	Sound a sustained firm tone with my voice moving around all 6 faces over 20 seconds, starting at the left face and rotating around, letting the tone fade at the end.	FALSE	FALSE	FALSE	
Drape a cool cloth over the Veyru for 15 seconds. Remove the cloth and fan firm cool air across the left face and the opposite face for 15 seconds.	Draping a cool cloth over the entire Veyru and holding it there for 15 seconds. Then removing the cloth and using the hand fan to direct firm cool air across the left face and its opposite face simultaneously for 15 seconds.	TRUE	TRUE	FALSE	
Sound a sustained gentle tone near all six faces simultaneously for 20 seconds, starting from the left face. Let the tone fade naturally and wait for the hum to stabilize.	I chime the bell near the right face, then the opposite left face, alternating between those two faces with 10 second pauses between chimes, for five cycles at firm tone.	FALSE	FALSE	FALSE	
