run_id,scenario,model,model_class,postmortem,round_time_budget_seconds,round_number,success,success_raw,note
veyru/1777031875,veyru,gpt-5.4,closed,True,800,12,1,1.0,stabilized
veyru/1777031875,veyru,gpt-5.4,closed,True,800,13,1,1.0,stabilized
veyru/1777031875,veyru,gpt-5.4,closed,True,800,14,1,1.0,stabilized
veyru/1777031875,veyru,gpt-5.4,closed,True,800,15,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,1,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,2,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,3,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,4,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,5,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,6,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,7,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,8,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,9,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,10,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,11,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,12,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,13,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,14,1,1.0,stabilized
veyru/1777031966,veyru,gpt-5.4,closed,True,800,15,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,1,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,2,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,3,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,4,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,5,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,6,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,7,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,8,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,9,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,10,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,11,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,12,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,13,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,14,1,1.0,stabilized
veyru/1777033361,veyru,gpt-5.4,closed,True,2000,15,1,1.0,stabilized
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,1,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,2,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,3,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,4,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,5,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,6,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,7,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,8,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,9,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,10,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,11,0,0.0,collapsed (partial stages)
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,12,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,13,0,0.0,collapsed
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,14,0,0.0,collapsed (partial stages)
veyru/1777040596_2,veyru,gpt-5.4,closed,False,150,15,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,1,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,2,1,1.0,stabilized
veyru/1777041326,veyru,gpt-5.4,closed,False,250,3,1,1.0,stabilized
veyru/1777041326,veyru,gpt-5.4,closed,False,250,4,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,5,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,6,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,7,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,8,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,9,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,10,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,11,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,12,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,13,0,0.0,collapsed
veyru/1777041326,veyru,gpt-5.4,closed,False,250,14,0,0.0,collapsed (partial stages)
veyru/1777041326,veyru,gpt-5.4,closed,False,250,15,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,1,0,0.0,collapsed
veyru/1777041342,veyru,gpt-5.4,closed,False,250,2,1,1.0,stabilized
veyru/1777041342,veyru,gpt-5.4,closed,False,250,3,1,1.0,stabilized
veyru/1777041342,veyru,gpt-5.4,closed,False,250,4,0,0.0,collapsed
veyru/1777041342,veyru,gpt-5.4,closed,False,250,5,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,6,0,0.0,no successful stabilization
veyru/1777041342,veyru,gpt-5.4,closed,False,250,7,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,8,0,0.0,collapsed
veyru/1777041342,veyru,gpt-5.4,closed,False,250,9,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,10,0,0.0,no successful stabilization
veyru/1777041342,veyru,gpt-5.4,closed,False,250,11,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,12,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,13,0,0.0,no successful stabilization
veyru/1777041342,veyru,gpt-5.4,closed,False,250,14,0,0.0,collapsed (partial stages)
veyru/1777041342,veyru,gpt-5.4,closed,False,250,15,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,1,1,1.0,stabilized
veyru/1777041430,veyru,gpt-5.4,closed,False,250,2,1,1.0,stabilized
veyru/1777041430,veyru,gpt-5.4,closed,False,250,3,0,0.0,no successful stabilization
veyru/1777041430,veyru,gpt-5.4,closed,False,250,4,1,1.0,stabilized
veyru/1777041430,veyru,gpt-5.4,closed,False,250,5,0,0.0,collapsed
veyru/1777041430,veyru,gpt-5.4,closed,False,250,6,1,1.0,stabilized
veyru/1777041430,veyru,gpt-5.4,closed,False,250,7,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,8,0,0.0,collapsed
veyru/1777041430,veyru,gpt-5.4,closed,False,250,9,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,10,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,11,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,12,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,13,1,1.0,stabilized
veyru/1777041430,veyru,gpt-5.4,closed,False,250,14,0,0.0,collapsed (partial stages)
veyru/1777041430,veyru,gpt-5.4,closed,False,250,15,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,1,0,0.0,collapsed
veyru/1777041450,veyru,gpt-5.4,closed,False,250,2,1,1.0,stabilized
veyru/1777041450,veyru,gpt-5.4,closed,False,250,3,1,1.0,stabilized
veyru/1777041450,veyru,gpt-5.4,closed,False,250,4,0,0.0,collapsed
veyru/1777041450,veyru,gpt-5.4,closed,False,250,5,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,6,0,0.0,collapsed
veyru/1777041450,veyru,gpt-5.4,closed,False,250,7,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,8,0,0.0,collapsed
veyru/1777041450,veyru,gpt-5.4,closed,False,250,9,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,10,0,0.0,collapsed
veyru/1777041450,veyru,gpt-5.4,closed,False,250,11,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,12,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,13,1,1.0,stabilized
veyru/1777041450,veyru,gpt-5.4,closed,False,250,14,0,0.0,collapsed (partial stages)
veyru/1777041450,veyru,gpt-5.4,closed,False,250,15,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,1,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,2,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,3,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,4,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,5,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,6,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,7,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,8,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,9,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,10,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,11,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,12,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,13,1,1.0,stabilized
veyru/1777041957,veyru,gpt-5.4,closed,False,450,14,0,0.0,collapsed (partial stages)
veyru/1777041957,veyru,gpt-5.4,closed,False,450,15,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,1,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,2,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,3,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,4,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,5,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,6,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,7,0,0.0,no successful stabilization
veyru/1777042012,veyru,gpt-5.4,closed,False,450,8,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,9,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,10,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,11,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,12,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,13,1,1.0,stabilized
veyru/1777042012,veyru,gpt-5.4,closed,False,450,14,0,0.0,collapsed (partial stages)
veyru/1777042012,veyru,gpt-5.4,closed,False,450,15,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,1,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,2,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,3,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,4,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,5,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,6,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,7,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,8,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,9,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,10,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,11,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,12,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,13,1,1.0,stabilized
veyru/1777042046,veyru,gpt-5.4,closed,False,450,14,0,0.0,collapsed (partial stages)
veyru/1777042046,veyru,gpt-5.4,closed,False,450,15,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,1,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,2,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,3,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,4,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,5,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,6,0,0.0,collapsed
veyru/1777042057,veyru,gpt-5.4,closed,False,450,7,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,8,0,0.0,no successful stabilization
veyru/1777042057,veyru,gpt-5.4,closed,False,450,9,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,10,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,11,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,12,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,13,1,1.0,stabilized
veyru/1777042057,veyru,gpt-5.4,closed,False,450,14,0,0.0,collapsed (partial stages)
veyru/1777042057,veyru,gpt-5.4,closed,False,450,15,0,0.0,collapsed (partial stages)
veyru/1777042084,veyru,gpt-5.4,closed,False,450,1,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,2,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,3,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,4,0,0.0,collapsed (partial stages)
veyru/1777042084,veyru,gpt-5.4,closed,False,450,5,0,0.0,collapsed (partial stages)
veyru/1777042084,veyru,gpt-5.4,closed,False,450,6,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,7,0,0.0,collapsed (partial stages)
veyru/1777042084,veyru,gpt-5.4,closed,False,450,8,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,9,0,0.0,collapsed (partial stages)
veyru/1777042084,veyru,gpt-5.4,closed,False,450,10,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,11,0,0.0,"partial stages, not fully stabilized"
veyru/1777042084,veyru,gpt-5.4,closed,False,450,12,0,0.0,"partial stages, not fully stabilized"
veyru/1777042084,veyru,gpt-5.4,closed,False,450,13,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,14,1,1.0,stabilized
veyru/1777042084,veyru,gpt-5.4,closed,False,450,15,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,1,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,2,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,3,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,4,0,0.0,collapsed (partial stages)
veyru/1777042811,veyru,gpt-5.4,closed,False,800,5,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,6,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,7,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,8,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,9,0,0.0,collapsed (partial stages)
veyru/1777042811,veyru,gpt-5.4,closed,False,800,10,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,11,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,12,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,13,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,14,1,1.0,stabilized
veyru/1777042811,veyru,gpt-5.4,closed,False,800,15,0,0.0,collapsed (partial stages)
veyru/1777042827,veyru,gpt-5.4,closed,False,800,1,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,2,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,3,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,4,0,0.0,collapsed (partial stages)
veyru/1777042827,veyru,gpt-5.4,closed,False,800,5,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,6,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,7,0,0.0,collapsed (partial stages)
veyru/1777042827,veyru,gpt-5.4,closed,False,800,8,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,9,0,0.0,collapsed (partial stages)
veyru/1777042827,veyru,gpt-5.4,closed,False,800,10,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,11,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,12,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,13,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,14,1,1.0,stabilized
veyru/1777042827,veyru,gpt-5.4,closed,False,800,15,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,1,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,2,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,3,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,4,0,0.0,collapsed (partial stages)
veyru/1777043028,veyru,gpt-5.4,closed,False,800,5,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,6,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,7,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,8,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,9,0,0.0,collapsed (partial stages)
veyru/1777043028,veyru,gpt-5.4,closed,False,800,10,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,11,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,12,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,13,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,14,1,1.0,stabilized
veyru/1777043028,veyru,gpt-5.4,closed,False,800,15,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,1,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,2,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,3,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,4,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,5,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,6,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,7,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,8,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,9,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,10,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,11,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,12,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,13,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,14,1,1.0,stabilized
veyru/1777043860,veyru,gpt-5.4,closed,False,2000,15,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,1,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,2,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,3,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,4,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,5,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,6,1,1.0,stabilized
veyru/1777044055,veyru,gpt-5.4,closed,False,2000,7,1,1.0,stabilized
